fruit_id,cultivar,day_after_set,fruit_mass_g,temperature_C,soil_water_rel
Cultivar_A_F1,Cultivar_A,0,5.416794488768932,25.04285261886503,0.8023951602598411
Cultivar_A_F1,Cultivar_A,3,7.674164307744823,26.958569115109476,0.8180219222176119
Cultivar_A_F1,Cultivar_A,6,15.274872519185145,27.198575789880387,0.811940719578668
Cultivar_A_F1,Cultivar_A,9,26.300609153702045,26.828936976585577,0.8601852376888243
Cultivar_A_F1,Cultivar_A,12,42.392353912754615,26.409359192933845,0.8604196128471322
Cultivar_A_F1,Cultivar_A,15,65.56243717880514,25.186850237746565,0.8466055031584403
Cultivar_A_F1,Cultivar_A,18,97.60055255844506,24.04171680416701,0.8387897720332134
Cultivar_A_F1,Cultivar_A,21,130.89529361306356,23.919020020914505,0.7872331505372057
Cultivar_A_F1,Cultivar_A,24,161.13122356618936,23.148030277706834,0.7676364820370483
Cultivar_A_F1,Cultivar_A,27,176.12522744694732,23.435361815034852,0.7425787318073139
Cultivar_A_F1,Cultivar_A,30,184.25571076273894,24.257739497582243,0.6960464952138149
Cultivar_A_F2,Cultivar_A,0,5.044139415876755,25.005743637834918,0.7323567459391156
Cultivar_A_F2,Cultivar_A,3,11.317199207780906,26.387097456162838,0.8438344505714009
Cultivar_A_F2,Cultivar_A,6,20.17586006714346,26.364621139604857,0.8499285532822801
Cultivar_A_F2,Cultivar_A,9,33.36754646143437,27.017650408393763,0.8665406084026742
Cultivar_A_F2,Cultivar_A,12,51.79576802669199,26.393753524693263,0.8819210366974257
Cultivar_A_F2,Cultivar_A,15,77.38444586230479,25.87241571013604,0.8381314598655353
Cultivar_A_F2,Cultivar_A,18,108.22836583875828,24.22642606672832,0.8412809800146165
Cultivar_A_F2,Cultivar_A,21,140.9263916774632,23.176699630172504,0.7621334740735909
Cultivar_A_F2,Cultivar_A,24,165.50083299006116,23.233958102508172,0.770943203241274
Cultivar_A_F2,Cultivar_A,27,177.6983771676306,23.57433157988334,0.7380794400268097
Cultivar_A_F2,Cultivar_A,30,182.01049598907605,24.647440048737646,0.6821661181263154
Cultivar_A_F3,Cultivar_A,0,4.671759003159372,25.047971428060873,0.7688585028448792
Cultivar_A_F3,Cultivar_A,3,8.032932239015587,26.191609540554907,0.7928272983724993
Cultivar_A_F3,Cultivar_A,6,13.844451136478636,26.951873039655734,0.8354369422763205
Cultivar_A_F3,Cultivar_A,9,23.97421697975733,26.59039027373506,0.8729204616269441
Cultivar_A_F3,Cultivar_A,12,38.16601479204273,26.27828639853664,0.8748732099815519
Cultivar_A_F3,Cultivar_A,15,60.24393207486941,25.270436220828888,0.8471522435723794
Cultivar_A_F3,Cultivar_A,18,89.05265069373274,23.704203227562154,0.8107240712880651
Cultivar_A_F3,Cultivar_A,21,121.18171486782549,23.299213738025724,0.7687444716874398
Cultivar_A_F3,Cultivar_A,24,151.6652163960747,23.12047388956941,0.7462919581692664
Cultivar_A_F3,Cultivar_A,27,170.26435755433994,24.094684305323693,0.7411645927153265
Cultivar_A_F3,Cultivar_A,30,179.6070831789611,25.2723145706168,0.6575095253358075
Cultivar_A_F4,Cultivar_A,0,4.9475214021380385,24.672173036834224,0.7790798237571216
Cultivar_A_F4,Cultivar_A,3,7.822042567231289,25.942029268189994,0.7993446679587712
Cultivar_A_F4,Cultivar_A,6,13.58979514049341,26.380379208082108,0.8466673461214397
Cultivar_A_F4,Cultivar_A,9,22.503366033758134,26.61281294708623,0.8403391650623538
Cultivar_A_F4,Cultivar_A,12,38.89412280020004,26.538198803795886,0.8455676264400864
Cultivar_A_F4,Cultivar_A,15,61.61908444784383,24.918281751231817,0.8870511247499883
Cultivar_A_F4,Cultivar_A,18,90.35657947575149,24.25884504078884,0.8109665051051475
Cultivar_A_F4,Cultivar_A,21,121.12588274493666,23.328484038327296,0.7633674534149547
Cultivar_A_F4,Cultivar_A,24,150.19756264625593,22.72098189939807,0.7321341607840396
Cultivar_A_F4,Cultivar_A,27,169.6599550331258,22.871708426589503,0.7336660124769278
Cultivar_A_F4,Cultivar_A,30,180.67760299860086,24.626928794899115,0.715233553953304
Cultivar_A_F5,Cultivar_A,0,5.252152751387332,24.852236660283666,0.794977540251139
Cultivar_A_F5,Cultivar_A,3,7.217193737264719,26.43840331980236,0.8251796561476432
Cultivar_A_F5,Cultivar_A,6,12.820412586135731,26.736776863287414,0.8689577895559045
Cultivar_A_F5,Cultivar_A,9,21.70210361197738,26.445947437147577,0.8538357646487019
Cultivar_A_F5,Cultivar_A,12,33.17492659741613,26.2233234091204,0.8687679606483829
Cultivar_A_F5,Cultivar_A,15,51.91161075422336,25.329861808555037,0.8358664446422914
Cultivar_A_F5,Cultivar_A,18,78.64624405328271,24.211748405894447,0.7977194589955748
Cultivar_A_F5,Cultivar_A,21,110.11702548250234,23.42996154896466,0.8124062058554501
Cultivar_A_F5,Cultivar_A,24,141.00363330843626,22.71860666454993,0.7722106043436825
Cultivar_A_F5,Cultivar_A,27,162.44558714405434,23.493429492536336,0.720928489428361
Cultivar_A_F5,Cultivar_A,30,176.24771373817572,24.657075976783982,0.7042441104177946
Cultivar_A_F6,Cultivar_A,0,4.644945233902697,25.081102377965795,0.7660999903700034
Cultivar_A_F6,Cultivar_A,3,7.45418939218022,25.869740791819105,0.7951004172287611
Cultivar_A_F6,Cultivar_A,6,10.513407688078242,26.464996822812424,0.8774825069120326
Cultivar_A_F6,Cultivar_A,9,16.134447943542302,26.446443812347447,0.8513088147480543
Cultivar_A_F6,Cultivar_A,12,29.944998112607394,27.01494326512512,0.8893884409326122
Cultivar_A_F6,Cultivar_A,15,47.71896633569919,25.38750006506632,0.8932187260061737
Cultivar_A_F6,Cultivar_A,18,75.03323894729735,23.936967487515822,0.8300135106122195
Cultivar_A_F6,Cultivar_A,21,106.64546193457828,23.775806079539738,0.7671703487669317
Cultivar_A_F6,Cultivar_A,24,137.63981657050286,23.110310030305406,0.8001008528389647
Cultivar_A_F6,Cultivar_A,27,162.0126320086759,23.559318807293263,0.6891153674966747
Cultivar_A_F6,Cultivar_A,30,177.77770082741696,24.596125133932436,0.7214051386553287
Cultivar_B_F1,Cultivar_B,0,5.105055804009096,25.27602517056743,0.812380845977648
Cultivar_B_F1,Cultivar_B,3,8.843213530823164,25.955548303241468,0.7911252074635663
Cultivar_B_F1,Cultivar_B,6,13.991412769752277,26.276588721914653,0.8387108124642364
Cultivar_B_F1,Cultivar_B,9,20.017997899431847,26.591008084912012,0.83245830768381
Cultivar_B_F1,Cultivar_B,12,30.524693002375287,26.82579987208382,0.8646169019853386
Cultivar_B_F1,Cultivar_B,15,46.97804595208525,25.489566405998573,0.8598404113508465
Cultivar_B_F1,Cultivar_B,18,67.64364733980912,24.240357322350036,0.8198553821713742
Cultivar_B_F1,Cultivar_B,21,94.66984956546298,23.26357304186235,0.7607603401333313
Cultivar_B_F1,Cultivar_B,24,124.30037426940432,23.102941909664008,0.7751250755478535
Cultivar_B_F1,Cultivar_B,27,151.715051489766,23.93789023498213,0.7277129139038205
Cultivar_B_F1,Cultivar_B,30,173.43003154822716,24.437934865606397,0.6789316076617595
Cultivar_B_F2,Cultivar_B,0,4.542224869241872,25.048510349513702,0.7692809879122585
Cultivar_B_F2,Cultivar_B,3,5.767961562757521,26.087492683448932,0.8111884528059237
Cultivar_B_F2,Cultivar_B,6,8.64077746984579,27.017232879977787,0.823257690785945
Cultivar_B_F2,Cultivar_B,9,14.486633206125381,27.276633045946387,0.837124399097655
